NO,food,ENERC_KCAL,PROT-,FAT-,CHOAVLDF-,K,CA,MG,P,FE,ZN,CU,VITA_RAE,VITD,TOCPHA,VITK ,THIA,RIBF,NE,VITB6A,VITB12,FOL,PANTAC,VITC,FIB-,NACL_EQ
1562,＜いか・たこ類＞　（いか類）　するめいか　胴　皮なし　生,80,18.6,0.6,5.4,340,10,48,270,0.1,1.5,0.27,11,0.2,1.5,0,0.06,0.04,7.4,0.29,4.3,2,0.31,2,0,0.5
1563,＜いか・たこ類＞　（いか類）　するめいか　胴　皮なし　天ぷら,175,16.7,10.8,10.2,280,26,40,230,0.1,1.3,0.16,11,0.2,3,6,0.07,0.07,6.6,0.24,3.8,3,0.31,1,0.8,0.4
1564,＜いか・たこ類＞　（いか類）　するめいか　耳・足　生,75,16.9,0.9,4.4,270,13,45,210,0.1,1.6,0.31,15,0.4,2.4,0,0.09,0.06,5,0.14,5.6,4,0.32,1,0,0.6
1565,＜いか・たこ類＞　（いか類）　ほたるいか　生,74,11.8,3.5,5.4,290,14,39,170,0.8,1.3,3.42,1500,0,4.3,0,0.19,0.27,4.6,0.15,14,34,1.09,5,0,0.7
1566,＜いか・たこ類＞　（いか類）　ほたるいか　ゆで,91,17.7,2.9,8.1,240,22,32,200,1.1,1.9,2.97,1900,0,4.5,1,0.2,0.3,5.3,0.09,14,29,0.64,0,0,0.6
1567,＜いか・たこ類＞　（いか類）　ほたるいか　くん製,305,43.1,7.5,25.4,240,55,56,650,10,5.2,12,150,0,2.3,1,0.4,0.5,12,0.04,27,25,1.28,0,0,3.8
1568,＜いか・たこ類＞　（いか類）　ほたるいか　つくだ煮,245,27,6.7,25.8,96,26,31,270,2.7,3.3,6.22,690,0,1.9,1,0.09,0.21,5.9,0.03,17,10,0.64,0,0,3
1569,＜いか・たこ類＞　（いか類）　やりいか　生,79,17.6,1,5.3,300,10,42,280,0.1,1.2,0.25,8,0,1.4,0,0.04,0.03,5.9,0.1,1.1,5,0.27,2,0,0.4
1570,＜いか・たこ類＞　（いか類）　加工品　するめ,304,69.2,4.3,22.1,1100,43,170,1100,0.8,5.4,0.99,22,0,4.4,0,0.1,0.1,24,0.34,12,11,1.57,0,0,2.3
1571,＜いか・たこ類＞　（いか類）　加工品　さきいか,268,45.5,3.1,19.6,230,23,82,430,1.6,2.8,0.27,3,0,1.7,0,0.06,0.09,15,0.32,6.9,1,0.47,0,0,6.9
1572,＜いか・たこ類＞　（いか類）　加工品　くん製,202,35.2,1.5,13.6,240,9,34,330,0.7,2.1,0.26,0,0,1.8,0,0.1,0.15,14,0.1,5.3,2,0.17,0,0,6.1
1573,＜いか・たこ類＞　（いか類）　加工品　切りいかあめ煮,310,22.7,4.7,54,210,65,81,300,0.8,2.2,0.5,0,0,1.9,0,0.06,0.1,10,0.1,10,12,0.17,0,0,2.8
1574,＜いか・たこ類＞　（いか類）　加工品　いかあられ,289,20,1.8,55.4,230,18,41,260,0.4,1.3,0.02,0,0,1.1,0,0.07,0.1,9.8,0.14,3.3,6,0.31,0,0,1.8
1575,＜いか・たこ類＞　（いか類）　加工品　塩辛,114,15.2,3.4,7.2,170,16,48,210,1.1,1.7,1.91,200,0,3.3,0,0,0.1,5.5,0.31,17,13,0.61,0,0,6.9
1576,＜いか・たこ類＞　（いか類）　加工品　味付け缶詰,127,21.4,1.8,8.8,110,16,38,220,0.6,2.5,1.12,7,0,2.8,0,0.02,0.07,5.2,0.11,3.8,4,0.2,0,0,1.8
1577,＜いか・たこ類＞　（たこ類）　いいだこ　生,64,14.6,0.8,4.6,200,20,43,190,2.2,3.1,2.96,36,0,2.7,0,0.01,0.08,5.3,0.11,2,37,0.7,1,0,0.6
1578,＜いか・たこ類＞　（たこ類）　まだこ　生,70,16.4,0.7,5.3,290,16,55,160,0.6,1.6,0.3,5,0,1.9,0,0.03,0.09,4.3,0.07,1.3,4,0.24,0,0,0.7
1579,＜いか・たこ類＞　（たこ類）　まだこ　ゆで,91,21.7,0.7,7.2,240,19,52,120,0.2,1.8,0.43,5,0,1.9,0,0.03,0.05,4.6,0.07,1.2,2,0.17,0,0,0.6
1580,＜いか・たこ類＞　（たこ類）　みずだこ　生,61,13.4,0.9,5,270,19,60,150,0.1,1.6,0.64,4,0.1,1.1,0,0.04,0.05,3.7,0.05,0.8,6,0.43,1,0,1.1
1581,＜その他＞　あみ　つくだ煮,230,19.1,1.8,35.8,350,490,100,410,7.1,1.7,0.97,170,0,4.7,7,0.13,0.21,4.7,0.08,7,35,0.78,0,0,6.9
1582,＜その他＞　あみ　塩辛,62,12.9,1.1,5.6,280,460,82,270,0.5,0.8,0.7,65,0,2.4,0,0.07,0.07,3.8,0.09,2.7,22,0.61,0,0,19.8
1583,＜その他＞　うに　生うに,109,16,4.8,9.8,340,12,27,390,0.9,2,0.05,58,0,3.6,27,0.1,0.44,4.4,0.15,1.3,360,0.72,3,0,0.6
1584,＜その他＞　うに　粒うに,172,17.2,5.8,17.9,280,46,63,310,1.1,1.9,0.1,83,0,3.6,22,0.14,0.65,4.9,0.07,5.4,98,1.32,0,0,8.4
1585,＜その他＞　うに　練りうに,166,13.5,2.9,23.2,230,38,41,220,1.8,1.3,0.06,25,0,4.4,15,0,0.3,3.5,0.06,4.8,87,1.22,0,0,7.1
1586,＜その他＞　おきあみ　生,84,15,3.2,6.1,320,360,85,310,0.8,1,2.3,180,0,2.5,0,0.15,0.26,4.2,0.09,6.2,49,0.5,2,0,1.1
1587,＜その他＞　おきあみ　ゆで,78,13.8,3,5.6,200,350,110,310,0.6,0.9,1.83,150,0,2.2,0,0.21,0.25,3.5,0.07,4,36,0.3,1,0,1.6
1588,＜その他＞　くらげ　塩蔵　塩抜き,21,5.2,0.1,0.1,1,2,4,26,0.3,0,0.06,0,0,0,0,0,0.01,0.9,0,0.2,3,0,0,0,0.3
1589,＜その他＞　しゃこ　ゆで,89,19.2,1.7,5,230,88,40,250,0.8,3.3,3.46,180,0,2.8,0,0.26,0.13,4.8,0.06,13,15,0.3,0,0,0.8
1590,＜その他＞　なまこ　生,22,4.6,0.3,1.7,54,72,160,25,0.1,0.2,0.04,0,0,0.4,0,0.05,0.02,0.7,0.04,2.3,4,0.71,0,0,1.7
1591,＜その他＞　なまこ　このわた,54,11.4,1.8,1.6,330,41,95,170,4,1.4,0.1,66,0,0.4,23,0.2,0.5,6.5,0.13,11,78,2.13,0,0,4.6
1592,＜その他＞　ほや　生,27,5,0.8,1.1,570,32,41,55,5.7,5.3,0.19,0,0,1.2,0,0.01,0.13,1.3,0.02,3.8,32,0.33,3,0,3.3
1593,＜その他＞　ほや　塩辛,69,11.6,1.1,4.3,79,14,25,75,3,2.5,0.1,0,0,1.3,0,0.01,0.18,2.5,0.03,5.6,13,0.07,0,0,3.6
1594,＜水産練り製品＞　かに風味かまぼこ,89,12.1,0.5,9.3,76,120,19,77,0.2,0.2,0.04,21,1,0.9,0,0.01,0.04,2.5,0.01,0.7,3,0.08,1,0,2.2
1595,＜水産練り製品＞　黒はんぺん,119,11.2,2.9,15.2,110,110,17,150,1,0.6,0.07,4,4.8,0.1,0,0,0.1,4.6,0.1,4.8,3,0.25,0,0.9,1.4
1596,＜水産練り製品＞　昆布巻きかまぼこ,83,8.9,0.5,11.2,430,70,39,55,0.3,0.2,0.03,6,0,0.3,0,0.03,0.08,1.9,0.01,0,7,0.05,0,0,2.4
1597,＜水産練り製品＞　す巻きかまぼこ,89,12,0.8,8.9,85,25,13,60,0.2,0.2,0.03,0,1,0.3,0,0,0.01,2.8,0.01,0.5,2,0.06,0,0,2.2
1598,＜水産練り製品＞　蒸しかまぼこ,93,12,0.9,11,110,25,14,60,0.3,0.2,0.03,0,2,0.2,0,0,0.01,2.8,0.01,0.3,5,0,0,0,2.5
1599,＜水産練り製品＞　焼き抜きかまぼこ,102,16.2,1,7.6,100,25,16,60,0.2,0.2,0.02,0,2,0.3,0,0.05,0.08,3.8,0.02,0.1,2,0.04,0,0,2.4
1600,＜水産練り製品＞　焼き竹輪,119,12.2,2,13.8,95,15,15,110,1,0.3,0.03,0,1,0.4,0,0.05,0.08,3.1,0.01,0.8,4,0.04,0,0,2.1
1601,＜水産練り製品＞　だて巻,190,14.6,7.5,18.8,110,25,11,120,0.5,0.6,0.04,60,1,1.8,0,0.04,0.2,2.6,0.03,0.3,16,0.52,0,0,0.9
1602,＜水産練り製品＞　つみれ,104,12,4.3,8.2,180,60,17,120,1,0.6,0.06,0,5,0.2,0,0.02,0.2,6.5,0.09,2.2,3,0.15,0,0,1.4
1603,＜水産練り製品＞　なると,80,7.6,0.4,11.7,160,15,11,110,0.5,0.2,0.01,0,0,0.1,0,0,0.01,2,0,0.4,1,0.04,0,0,2
1604,＜水産練り製品＞　はんぺん,93,9.9,1,11.5,160,15,13,110,0.5,0.1,0.02,0,0,0.4,0,0,0.01,2.4,0.07,0.4,7,0.1,0,0,1.5
1605,＜水産練り製品＞　さつま揚げ,135,12.5,3.7,14.6,60,60,14,70,0.8,0.3,0.08,0,1,0.4,0,0.05,0.1,2.6,0.02,1.2,5,0.04,0,0,1.9
1606,＜水産練り製品＞　魚肉ハム,155,13.4,6.7,11.7,110,45,15,50,1,0.7,0.06,0,1.6,0.6,0,0.2,0.6,7.3,0.05,0.4,5,0.21,0,0,2.3
1607,＜水産練り製品＞　魚肉ソーセージ,158,11.5,7.2,14.5,70,100,11,200,1,0.4,0.06,0,0.9,0.2,0,0.2,0.6,7,0.02,0.3,4,0.06,0,0,2.1
1608,＜畜肉類＞　いのしし　肉　脂身つき　生,244,18.8,19.8,1.7,270,4,20,170,2.5,3.2,0.12,4,0.4,0.5,1,0.24,0.29,9,0.35,1.7,1,1.02,1,0,0.1
1609,＜畜肉類＞　いのぶた　肉　脂身つき　生,283,18.1,24.1,1.2,280,4,19,150,0.8,1.8,0.06,11,1.1,0.4,3,0.62,0.16,9.9,0.48,0.7,0,1.23,1,0,0.1
1610,＜畜肉類＞　うさぎ　肉　赤肉　生,131,20.5,6.3,4.1,400,5,27,300,1.3,1,0.05,3,0,0.5,1,0.1,0.19,12,0.53,5.6,7,0.74,1,0,0.1
1611,＜畜肉類＞　うし　［和牛肉］　かた　脂身つき　生,258,17.7,22.3,2,280,4,19,150,0.9,4.9,0.07,0,0,0.4,7,0.08,0.21,7.3,0.32,1.5,6,1,1,0,0.1
1612,＜畜肉類＞　うし　［和牛肉］　かた　皮下脂肪なし　生,239,18.3,19.8,1.8,290,4,19,160,0.8,5.1,0.08,0,0,0.4,6,0.08,0.22,7.6,0.33,1.6,6,1.04,1,0,0.1
1613,＜畜肉類＞　うし　［和牛肉］　かた　赤肉　生,183,20.2,12.2,1.3,320,4,21,170,2.7,5.7,0.09,0,0,0.3,4,0.09,0.24,8.3,0.37,1.7,7,1.14,1,0,0.1
1614,＜畜肉類＞　うし　［和牛肉］　かた　脂身　生,692,4,78,5.2,81,2,4,35,0.6,0.4,0.02,3,0,0.9,23,0.02,0.03,1.7,0.06,0.5,1,0.24,0,0,0
1615,＜畜肉類＞　うし　［和牛肉］　かたロース　脂身つき　生,380,13.8,37.4,4.6,210,3,14,120,0.7,4.6,0.06,3,0,0.5,8,0.06,0.17,5.9,0.18,1.1,6,0.9,1,0,0.1
1616,＜畜肉類＞　うし　［和牛肉］　かたロース　皮下脂肪なし　生,373,14,36.5,4.6,210,3,14,120,0.7,4.6,0.06,3,0,0.5,8,0.06,0.17,6.1,0.18,1.1,6,0.91,1,0,0.1
1617,＜畜肉類＞　うし　［和牛肉］　かたロース　赤肉　生,293,16.5,26.1,4.5,240,3,16,140,2.4,5.6,0.07,3,0,0.4,7,0.07,0.21,7.1,0.21,1.2,7,1.07,1,0,0.1
1618,＜畜肉類＞　うし　［和牛肉］　リブロース　脂身つき　生,514,9.7,56.5,3.4,150,2,10,84,1.2,2.6,0.03,11,0,0.6,8,0.04,0.09,4.2,0.15,1.1,3,0.35,1,0,0.1
1619,＜畜肉類＞　うし　［和牛肉］　リブロース　脂身つき　ゆで,539,12.6,58.2,4.4,75,2,8,62,1.4,3.2,0.03,8,0,0.7,8,0.03,0.08,3.9,0.13,1.2,3,0.2,0,0,0.1
1620,＜畜肉類＞　うし　［和牛肉］　リブロース　脂身つき　焼き,541,14.6,56.8,4.5,200,3,13,110,1.6,3.6,0.04,8,0,0.7,9,0.05,0.12,5.6,0.19,1.7,5,0.49,1,0,0.1
1621,＜畜肉類＞　うし　［和牛肉］　リブロース　皮下脂肪なし　生,502,10.3,54.4,2.5,160,3,10,88,1.3,2.8,0.03,10,0,0.6,8,0.04,0.09,4.5,0.16,1.2,4,0.37,1,0,0.1
1622,＜畜肉類＞　うし　［和牛肉］　リブロース　赤肉　生,395,14,40,1.6,210,3,14,120,1.7,3.9,0.04,7,0,0.4,7,0.05,0.13,6.3,0.23,1.5,5,0.5,1,0,0.1
1623,＜畜肉類＞　うし　［和牛肉］　リブロース　脂身　生,674,4.2,78,4.6,69,2,4,39,0.6,0.9,0.01,16,0,0.9,10,0.02,0.03,1.6,0.05,0.7,2,0.15,0,0,0.1
1624,＜畜肉類＞　うし　［和牛肉］　サーロイン　脂身つき　生,460,11.7,47.5,4.9,180,3,12,100,0.9,2.8,0.05,3,0,0.6,10,0.05,0.12,5.8,0.23,1.1,5,0.66,1,0,0.1
1625,＜畜肉類＞　うし　［和牛肉］　サーロイン　皮下脂肪なし　生,422,12.9,42.5,4.6,200,3,13,110,0.8,3.1,0.05,3,0,0.5,9,0.05,0.13,6.5,0.26,1.1,6,0.72,1,0,0.1
1626,＜畜肉類＞　うし　［和牛肉］　サーロイン　赤肉　生,294,17.1,25.8,4.7,260,4,18,150,2,4.2,0.07,2,0,0.4,7,0.07,0.17,8.7,0.35,1.4,8,0.93,1,0,0.1
1627,＜畜肉類＞　うし　［和牛肉］　ばら　脂身つき　生,472,11,50,6,160,4,10,87,1.4,3,0.09,3,0,0.6,16,0.04,0.11,5.2,0.16,1.2,2,0.74,1,0,0.1
1628,＜畜肉類＞　うし　［和牛肉］　もも　脂身つき　生,235,19.2,18.7,4.8,320,4,22,160,2.5,4,0.07,0,0,0.3,6,0.09,0.2,9.6,0.34,1.2,8,1.09,1,0,0.1
1629,＜畜肉類＞　うし　［和牛肉］　もも　皮下脂肪なし　生,212,20.2,15.5,4.3,330,4,23,170,2.7,4.3,0.08,0,0,0.2,5,0.09,0.21,10,0.36,1.2,9,1.14,1,0,0.1
1630,＜畜肉類＞　うし　［和牛肉］　もも　皮下脂肪なし　ゆで,302,25.7,23.3,5.4,120,4,15,120,3.4,6.4,0.1,0,0,0.4,11,0.05,0.19,9,0.23,1.3,6,0.89,0,0,0.1
1631,＜畜肉類＞　うし　［和牛肉］　もも　皮下脂肪なし　焼き,300,27.7,22.7,4.9,350,5,25,190,3.8,6.3,0.1,0,0,0.4,10,0.09,0.24,12,0.35,1.9,7,1.18,1,0,0.1
1632,＜畜肉類＞　うし　［和牛肉］　もも　赤肉　生,176,21.3,10.7,4.4,350,4,24,180,2.8,4.5,0.08,0,0,0.2,4,0.1,0.22,11,0.38,1.3,9,1.19,1,0,0.1
1633,＜畜肉類＞　うし　［和牛肉］　もも　脂身　生,664,4.4,75.4,6.1,99,2,5,44,0.8,0.6,0.02,3,0,0.7,24,0.02,0.02,1.7,0.07,0.4,1,0.35,1,0,0.1
1634,＜畜肉類＞　うし　［和牛肉］　そともも　脂身つき　生,244,17.8,20,4.6,310,3,20,170,1.1,3.7,0.07,1,0,0.3,8,0.08,0.18,9.4,0.39,1.1,5,0.89,1,0,0.1
1635,＜畜肉類＞　うし　［和牛肉］　そともも　皮下脂肪なし　生,219,18.7,16.6,4.5,320,3,21,180,1,3.9,0.08,0,0,0.2,7,0.08,0.19,9.9,0.41,1.1,5,0.92,1,0,0.1
1636,＜畜肉類＞　うし　［和牛肉］　そともも　赤肉　生,159,20.7,8.7,4.3,360,3,23,200,2.4,4.3,0.09,0,0,0.2,5,0.09,0.22,11,0.46,1.2,6,1,1,0,0.1
1637,＜畜肉類＞　うし　［和牛肉］　ランプ　脂身つき　生,319,15.1,29.9,4.7,260,3,17,150,1.4,3.8,0.08,2,0,0.5,10,0.08,0.19,7.3,0.33,1.2,7,1.22,1,0,0.1
1638,＜畜肉類＞　うし　［和牛肉］　ランプ　皮下脂肪なし　生,293,16,26.4,4.6,270,3,18,150,1.3,4,0.08,2,0,0.4,9,0.09,0.2,7.7,0.35,1.3,8,1.29,1,0,0.1
1639,＜畜肉類＞　うし　［和牛肉］　ランプ　赤肉　生,196,19.2,13.6,4.1,320,3,22,180,2.9,4.9,0.1,1,0,0.4,5,0.1,0.25,9.5,0.42,1.6,9,1.54,1,0,0.1
1640,＜畜肉類＞　うし　［和牛肉］　ヒレ　赤肉　生,207,19.1,15,4,340,3,22,180,2.5,4.2,0.09,1,0,0.4,4,0.09,0.24,8.4,0.37,1.6,8,1.28,1,0,0.1
1641,＜畜肉類＞　うし　［乳用肥育牛肉］　かた　脂身つき　生,231,17.1,19.8,2.1,290,4,18,160,2.1,4.5,0.07,5,0,0.4,9,0.08,0.2,6.7,0.33,2.8,6,1,1,0,0.2
1642,＜畜肉類＞　うし　［乳用肥育牛肉］　かた　脂身つき　ゆで,309,20.8,23.8,10.4,88,3,12,89,2.3,5.5,0.08,1,0,0.5,12,0.05,0.16,5.2,0.22,3.1,3,0.56,0,0,0.1
1643,＜畜肉類＞　うし　［乳用肥育牛肉］　かた　脂身つき　焼き,298,23,25.5,0,290,4,20,170,2.8,5.8,0.1,0,0,0.5,13,0,0.01,9.9,0.05,4,50,0.4,0,0,0.1
1644,＜畜肉類＞　うし　［乳用肥育牛肉］　かた　皮下脂肪なし　生,262,17.9,14.9,12.4,310,4,20,170,0.9,4.5,0.09,4,0,0.4,6,0.09,0.21,7.3,0.34,2.3,7,1.15,1,0,0.1
1645,＜畜肉類＞　うし　［乳用肥育牛肉］　かた　赤肉　生,138,20.4,6.7,3.4,340,4,22,190,2.5,5.5,0.08,3,0,0.3,5,0.1,0.24,8.9,0.4,3.4,8,1.16,1,0,0.2
1646,＜畜肉類＞　うし　［乳用肥育牛肉］　かた　赤肉　ゆで,174,27.9,7.1,5.6,220,4,19,160,3.4,7.2,0.12,1,0.1,0.5,8,0.08,0.26,11,0.34,2.9,9,0.82,1,0,0.1
1647,＜畜肉類＞　うし　［乳用肥育牛肉］　かた　赤肉　焼き,175,26.9,7.7,5.2,380,4,25,220,3.1,6.3,0.1,1,0.1,0.5,8,0.12,0.3,12,0.48,3.3,11,1.27,1,0,0.2
1648,＜畜肉類＞　うし　［乳用肥育牛肉］　かた　脂身　生,650,4.5,73.3,5.6,84,2,5,44,0.7,0.5,0.02,17,0,0.8,23,0.02,0.03,2.1,0.08,0.5,1,0.42,1,0,0.1
1649,＜畜肉類＞　うし　［乳用肥育牛肉］　かたロース　脂身つき　生,295,16.2,26.4,4.4,260,4,16,140,0.9,4.7,0.06,7,0.1,0.5,8,0.06,0.17,6.7,0.21,1.7,7,0.84,1,0,0.1
1650,＜畜肉類＞　うし　［乳用肥育牛肉］　かたロース　皮下脂肪なし　生,285,16.5,25.2,4.4,270,4,17,140,0.9,4.8,0.07,7,0.1,0.5,8,0.06,0.17,6.9,0.22,1.7,7,0.85,1,0,0.1
1651,＜畜肉類＞　うし　［乳用肥育牛肉］　かたロース　赤肉　生,196,19.1,13.9,4.4,310,4,19,160,2.4,5.7,0.08,5,0.1,0.5,6,0.07,0.2,7.9,0.25,2,8,0.97,1,0,0.1
1652,＜畜肉類＞　うし　［乳用肥育牛肉］　リブロース　脂身つき　生,380,14.1,37.1,3.9,230,4,14,120,1,3.7,0.05,13,0.1,0.5,10,0.05,0.12,6.6,0.22,1,6,0.64,1,0,0.1
1653,＜畜肉類＞　うし　［乳用肥育牛肉］　リブロース　脂身つき　ゆで,428,17.2,43,3.7,130,5,12,96,1.2,4.9,0.04,14,0.1,0.4,12,0.04,0.11,6.9,0.17,1,7,0.38,0,0,0.1
1654,＜畜肉類＞　うし　［乳用肥育牛肉］　リブロース　脂身つき　焼き,457,20.4,45,4.5,290,4,18,160,1.4,5.3,0.06,14,0.1,0.6,12,0.07,0.17,9.3,0.25,1.4,10,0.58,1,0,0.1
1655,＜畜肉類＞　うし　［乳用肥育牛肉］　リブロース　皮下脂肪なし　生,351,15,33.4,4.2,240,4,15,130,0.9,4,0.05,12,0.1,0.4,9,0.05,0.13,7.1,0.23,1.1,6,0.67,1,0,0.1
1656,＜畜肉類＞　うし　［乳用肥育牛肉］　リブロース　赤肉　生,230,18.8,17.8,4.3,300,4,19,160,2.1,5.2,0.06,10,0.2,0.3,7,0.06,0.17,9,0.29,1.3,8,0.81,2,0,0.1
1657,＜畜肉類＞　うし　［乳用肥育牛肉］　リブロース　脂身　生,703,3.7,80.5,4.3,72,3,4,37,0.6,0.5,0.02,18,0,0.8,17,0.02,0.02,1.6,0.05,0.4,1,0.26,1,0,0
1658,＜畜肉類＞　うし　［乳用肥育牛肉］　サーロイン　脂身つき　生,313,16.5,27.9,4.1,270,4,16,150,1,2.9,0.06,8,0,0.4,7,0.06,0.1,8.4,0.38,0.8,6,0.66,1,0,0.1
1659,＜畜肉類＞　うし　［乳用肥育牛肉］　サーロイン　皮下脂肪なし　生,253,18.4,20.2,3.8,300,4,17,170,0.8,3.3,0.06,7,0,0.4,6,0.06,0.11,9.5,0.43,0.8,7,0.72,1,0,0.1
1660,＜畜肉類＞　うし　［乳用肥育牛肉］　サーロイン　赤肉　生,167,21.1,9.1,4.1,340,4,20,190,2.1,3.8,0.07,5,0,0.3,4,0.07,0.12,11,0.5,0.9,8,0.8,2,0,0.2
1661,＜畜肉類＞　うし　［乳用肥育牛肉］　ばら　脂身つき　生,381,12.8,39.4,3.5,190,3,12,110,1.4,2.8,0.04,13,0,0.6,11,0.05,0.12,5.4,0.21,1.9,3,0.6,1,0,0.1
1662,＜畜肉類＞　うし　［乳用肥育牛肉］　ばら　脂身つき　焼き,451,15.9,44.2,5,220,3,14,120,1.8,3.6,0.05,12,0,0.8,13,0.06,0.14,6.9,0.26,2.1,5,0.6,0,0,0.2
1663,＜畜肉類＞　うし　［乳用肥育牛肉］　もも　脂身つき　生,196,19.5,13.3,4.6,330,4,22,180,1.4,4.5,0.08,3,0,0.6,5,0.08,0.2,8.9,0.32,1.2,9,1.02,1,0,0.1
1664,＜畜肉類＞　うし　［乳用肥育牛肉］　もも　皮下脂肪なし　生,169,20.5,9.9,4.4,340,4,23,190,1.3,4.7,0.08,2,0,0.5,4,0.08,0.21,9.4,0.33,1.2,9,1.06,1,0,0.1
1665,＜畜肉類＞　うし　［乳用肥育牛肉］　もも　皮下脂肪なし　ゆで,235,28.4,13.8,5,220,5,20,160,1.7,6.6,0.11,0,0,0.1,7,0.07,0.23,10,0.4,1.5,11,0.78,0,0,0.1
1666,＜畜肉類＞　うし　［乳用肥育牛肉］　もも　皮下脂肪なし　焼き,227,28,13.2,6.4,430,5,28,230,1.7,6.4,0.11,0,0,0.2,6,0.1,0.27,13,0.39,1.9,12,1.08,1,0,0.2
1667,＜畜肉類＞　うし　［乳用肥育牛肉］　もも　赤肉　生,130,21.9,4.9,5.2,360,4,24,200,2.7,5.1,0.09,1,0,0.4,2,0.09,0.22,10,0.35,1.3,10,1.12,1,0,0.1
1668,＜畜肉類＞　うし　［乳用肥育牛肉］　もも　脂身　生,594,5.1,64.1,0.8,140,2,7,56,1.1,0.7,0.02,17,0,1.9,23,0.03,0.03,2.4,0.11,0.4,2,0.43,1,0,0.1
1669,＜畜肉類＞　うし　［乳用肥育牛肉］　そともも　脂身つき　生,220,18.2,16.3,4.2,310,4,20,150,1.4,3.2,0.06,5,0,0.5,8,0.08,0.17,8.1,0.34,1.6,6,0.91,1,0,0.1
1670,＜畜肉類＞　うし　［乳用肥育牛肉］　そともも　皮下脂肪なし　生,179,19.6,11.1,4.5,330,4,21,160,1.3,3.5,0.07,4,0,0.4,6,0.09,0.19,8.7,0.37,1.7,6,0.96,1,0,0.1
1671,＜畜肉類＞　うし　［乳用肥育牛肉］　そともも　赤肉　生,131,21.3,5,5,360,4,23,170,2.4,3.8,0.07,2,0,0.2,5,0.09,0.21,9.5,0.4,1.9,7,1.02,1,0,0.2
1672,＜畜肉類＞　うし　［乳用肥育牛肉］　ランプ　脂身つき　生,234,18.6,17.8,4.6,300,4,20,150,1.4,3.7,0.08,6,0,0.7,8,0.08,0.19,7.5,0.3,1.6,6,0.93,1,0,0.1
1673,＜畜肉類＞　うし　［乳用肥育牛肉］　ランプ　皮下脂肪なし　生,203,19.7,13.9,4.9,310,4,21,160,1.3,3.9,0.09,5,0,0.6,6,0.09,0.2,8,0.31,1.7,6,0.98,1,0,0.1
1674,＜畜肉類＞　うし　［乳用肥育牛肉］　ランプ　赤肉　生,142,22,6.1,5.5,340,4,23,180,2.7,4.4,0.1,3,0,0.4,4,0.1,0.23,8.8,0.34,1.9,7,1.06,2,0,0.2
1675,＜畜肉類＞　うし　［乳用肥育牛肉］　ヒレ　赤肉　生,177,20.8,11.2,3.8,380,4,23,200,2.4,3.4,0.08,4,0,0.5,4,0.12,0.26,9.2,0.43,3,11,0.9,1,0,0.1
1676,＜畜肉類＞　うし　［乳用肥育牛肉］　ヒレ　赤肉　焼き,238,27.2,15.2,4,440,5,28,230,3.5,6,0.12,3,0,0.3,6,0.16,0.35,12,0.45,4.9,10,1.16,0,0,0.2
1677,＜畜肉類＞　うし　［交雑牛肉］　リブロース　脂身つき　生,489,12,51.8,3.3,190,3,11,99,1.2,3,0.03,3,0,0.6,7,0.05,0.1,5.4,0.21,1.1,6,0.45,1,0,0.1
1678,＜畜肉類＞　うし　［交雑牛肉］　リブロース　脂身つき　ゆで,540,13.2,56.5,3.8,58,2,7,56,1.3,3.7,0.03,0,0,0.7,9,0.03,0.08,4.1,0.14,1.3,3,0.25,0,0,0
1679,＜畜肉類＞　うし　［交雑牛肉］　リブロース　脂身つき　焼き,575,14.5,60.1,2.2,190,3,12,100,1.5,3.8,0.04,0,0,0.7,10,0.06,0.11,5.8,0.2,1.8,14,0.5,0,0,0.1
1680,＜畜肉類＞　うし　［交雑牛肉］　リブロース　皮下脂肪なし　生,438,13.6,45.2,3.3,220,3,13,110,1.3,3.5,0.04,3,0,0.5,6,0.05,0.11,6.2,0.24,1.2,6,0.5,1,0,0.1
1681,＜畜肉類＞　うし　［交雑牛肉］　リブロース　赤肉　生,338,16.7,32.3,3.2,270,3,16,140,1.7,4.5,0.04,2,0,0.4,4,0.07,0.14,7.9,0.31,1.4,7,0.61,1,0,0.1
1682,＜畜肉類＞　うし　［交雑牛肉］　リブロース　脂身　生,759,3.6,86.7,3.3,39,2,2,25,0.3,0.3,0.01,5,0,0.9,11,0.01,0.02,0.9,0.02,0.7,5,0.16,0,0,0
1683,＜畜肉類＞　うし　［交雑牛肉］　ばら　脂身つき　生,445,12.2,44.4,4.6,200,3,12,110,1.4,3,0.03,3,0,0.5,10,0.05,0.1,5.5,0.23,1.7,6,0.4,1,0,0.2
1684,＜畜肉類＞　うし　［交雑牛肉］　もも　脂身つき　生,312,16.4,28.9,2.7,270,3,17,140,2.1,3.9,0.06,2,0,0.3,8,0.08,0.16,7.3,0.31,2.1,12,0.62,1,0,0.2
1685,＜畜肉類＞　うし　［交雑牛肉］　もも　皮下脂肪なし　生,250,18.3,21.6,3,300,3,19,160,2.3,4.5,0.07,1,0,0.2,6,0.09,0.18,8.2,0.35,2.3,14,0.69,1,0,0.2
1686,＜畜肉類＞　うし　［交雑牛肉］　もも　皮下脂肪なし　ゆで,331,25.7,28.2,0.5,130,3,15,120,2.8,5.8,0.08,0,0,0.6,7,0.05,0.15,8.8,0.32,1.6,12,0.38,0,0,0.1
